station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
VVTS,2012-08-01 05:00,106.6667,10.8167,89.60,75.20,62.68,240.00,14.00,0.00,29.71,M,6.21,M,SCT,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,100.23,VVTS 010500Z 24014KT 9999 SCT017 BKN040 32/24 Q1006 NOSIG,M
VVTS,2012-08-01 05:30,106.6667,10.8167,87.80,75.20,66.35,240.00,16.00,0.00,29.71,M,6.21,M,FEW,SCT,BKN,M,1500.00,1700.00,4000.00,M,M,M,M,M,M,M,M,97.76,VVTS 010530Z 24016KT 9999 FEW015TCU SCT017 BKN040 31/24 Q1006 NOSIG,M
VVTS,2012-08-01 06:00,106.6667,10.8167,86.00,75.20,70.27,230.00,18.00,0.00,29.68,M,6.21,M,SCT,SCT,M,M,1500.00,1700.00,M,M,M,M,M,M,M,M,M,95.19,VVTS 010600Z 23018KT 9999 SCT015 SCT017CB 30/24 Q1005 NOSIG,M
VVTS,2012-08-01 06:30,106.6667,10.8167,87.80,75.20,66.35,240.00,16.00,0.00,29.65,M,6.21,M,FEW,SCT,M,M,1500.00,1700.00,M,M,M,M,M,M,M,M,M,97.76,VVTS 010630Z 24016KT 9999 FEW015CB SCT017 31/24 Q1004 NOSIG,M
VVTS,2012-08-01 07:00,106.6667,10.8167,87.80,77.00,70.45,240.00,17.00,0.00,29.65,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,99.92,VVTS 010700Z 24017KT 9999 BKN017 31/25 Q1004 NOSIG,M
VVTS,2012-08-01 07:30,106.6667,10.8167,86.00,75.20,70.27,230.00,19.00,0.00,29.65,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,95.19,VVTS 010730Z 23019KT 9999 BKN017 30/24 Q1004 NOSIG,M
VVTS,2012-08-01 08:00,106.6667,10.8167,87.80,75.20,66.35,230.00,20.00,0.00,29.65,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,97.76,VVTS 010800Z 23020KT 9999 BKN015 31/24 Q1004 TEMPO FM0815 TL0900 29018G30KT 3000 SHRA,M
VVTS,2012-08-01 08:30,106.6667,10.8167,84.20,75.20,74.44,250.00,19.00,0.00,29.68,M,0.62,30.00,BKN,SCT,M,M,1300.00,1500.00,M,M,+TSRA,M,M,M,M,M,M,92.45,VVTS 010830Z 25019G30KT 1000 R25R/1500D +TSRA BKN013 SCT015CB 29/24 Q1005 TEMPO TL0900 29018G30KT 0800 +TSRA,M
VVTS,2012-08-01 09:00,106.6667,10.8167,75.20,73.40,94.14,260.00,16.00,0.00,29.65,M,3.11,M,BKN,SCT,M,M,1300.00,1500.00,M,M,-TSRA,M,M,M,M,M,M,76.84,VVTS 010900Z 26016KT 5000 -TSRA BKN013 SCT015CB 24/23 Q1004 NOSIG,M
VVTS,2012-08-01 09:30,106.6667,10.8167,75.20,75.20,100.00,250.00,14.00,0.00,29.68,M,4.97,M,BKN,SCT,M,M,1300.00,1500.00,M,M,-TSRA,M,M,M,M,M,M,77.12,VVTS 010930Z 25014KT 8000 -TSRA BKN013 SCT015CB 24/24 Q1005 NOSIG,M
VVTS,2012-08-01 10:00,106.6667,10.8167,75.20,75.20,100.00,230.00,14.00,0.00,29.68,M,6.21,M,FEW,SCT,BKN,M,1500.00,1700.00,4000.00,M,M,M,M,M,M,M,M,77.12,VVTS 011000Z 23014KT 9999 FEW015CB SCT017 BKN040 24/24 Q1005 NOSIG,M
VVTS,2012-08-01 10:30,106.6667,10.8167,73.40,73.40,100.00,240.00,10.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,-RA,M,M,M,M,M,M,75.14,VVTS 011030Z 24010KT 9999 -RA FEW015 BKN040 23/23 Q1005 NOSIG,M
VVTS,2012-08-01 11:00,106.6667,10.8167,75.20,73.40,94.14,230.00,11.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 011100Z 23011KT 9999 FEW015 BKN040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 11:30,106.6667,10.8167,75.20,73.40,94.14,220.00,10.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 011130Z 22010KT 9999 FEW015 BKN040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 12:00,106.6667,10.8167,75.20,75.20,100.00,240.00,6.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011200Z 24006KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 12:30,106.6667,10.8167,75.20,75.20,100.00,290.00,3.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011230Z 29003KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 13:00,106.6667,10.8167,75.20,75.20,100.00,300.00,4.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011300Z 30004KT 9999 FEW015 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-01 13:30,106.6667,10.8167,75.20,75.20,100.00,290.00,2.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,-RA,M,M,M,M,M,M,77.12,VVTS 011330Z 29002KT 9999 -RA FEW015 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-01 14:00,106.6667,10.8167,75.20,75.20,100.00,M,3.00,0.00,29.77,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,-RA,M,M,M,M,M,M,77.12,VVTS 011400Z VRB03KT 9999 -RA FEW015 BKN040 24/24 Q1008 NOSIG,M
VVTS,2012-08-01 14:30,106.6667,10.8167,75.20,75.20,100.00,340.00,4.00,0.00,29.77,M,6.21,M,FEW,SCT,BKN,M,1500.00,1700.00,4000.00,M,M,M,M,M,M,M,M,77.12,VVTS 011430Z 34004KT 320V020 9999 FEW015TCU SCT017 BKN040 24/24 Q1008 NOSIG,M
VVTS,2012-08-01 15:00,106.6667,10.8167,75.20,75.20,100.00,M,2.00,0.00,29.77,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011500Z VRB02KT 9999 FEW015 BKN040 24/24 Q1008 NOSIG,M
VVTS,2012-08-01 15:30,106.6667,10.8167,75.20,75.20,100.00,M,2.00,0.00,29.77,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011530Z VRB02KT 9999 FEW015 BKN040 24/24 Q1008 NOSIG,M
VVTS,2012-08-01 16:30,106.6667,10.8167,75.20,75.20,100.00,220.00,2.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011630Z 22002KT 9999 FEW015 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-01 17:30,106.6667,10.8167,75.20,75.20,100.00,240.00,6.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011730Z 24006KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 18:00,106.6667,10.8167,75.20,75.20,100.00,240.00,6.00,0.00,29.71,M,5.59,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011800Z 24006KT 9000 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 18:30,106.6667,10.8167,75.20,75.20,100.00,230.00,8.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011830Z 23008KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 19:00,106.6667,10.8167,75.20,75.20,100.00,230.00,8.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 011900Z 23008KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-01 19:30,106.6667,10.8167,75.20,73.40,94.14,240.00,9.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 011930Z 24009KT 9999 FEW015 BKN040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 20:00,106.6667,10.8167,75.20,73.40,94.14,240.00,8.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 012000Z 24008KT 9999 FEW015 BKN040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 20:30,106.6667,10.8167,73.40,73.40,100.00,240.00,7.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,75.14,VVTS 012030Z 24007KT 9999 FEW015 BKN040 23/23 Q1006 NOSIG,M
VVTS,2012-08-01 21:00,106.6667,10.8167,73.40,73.40,100.00,250.00,5.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,75.14,VVTS 012100Z 25005KT 9999 FEW015 BKN040 23/23 Q1005 NOSIG,M
VVTS,2012-08-01 21:30,106.6667,10.8167,75.20,73.40,94.14,250.00,5.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 012130Z 25005KT 9999 FEW015 BKN040 24/23 Q1005 NOSIG,M
VVTS,2012-08-01 22:00,106.6667,10.8167,75.20,73.40,94.14,260.00,6.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 012200Z 26006KT 9999 FEW015 BKN040 24/23 Q1005 NOSIG,M
VVTS,2012-08-01 22:30,106.6667,10.8167,75.20,73.40,94.14,260.00,4.00,0.00,29.71,M,6.21,M,FEW,SCT,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 012230Z 26004KT 9999 FEW015 SCT040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 23:00,106.6667,10.8167,75.20,73.40,94.14,240.00,6.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,76.84,VVTS 012300Z 24006KT 9999 FEW015 BKN040 24/23 Q1006 NOSIG,M
VVTS,2012-08-01 23:30,106.6667,10.8167,75.20,75.20,100.00,250.00,3.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 012330Z 25003KT 9999 FEW015 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 00:00,106.6667,10.8167,77.00,75.20,94.19,M,3.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 020000Z VRB03KT 9999 FEW015 BKN040 25/24 Q1006 NOSIG,M
VVTS,2012-08-02 00:30,106.6667,10.8167,77.00,75.20,94.19,250.00,6.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1500.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 020030Z 25006KT 9999 FEW015 BKN040 25/24 Q1007 NOSIG,M
VVTS,2012-08-02 01:00,106.6667,10.8167,78.80,75.20,88.75,250.00,6.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,82.38,VVTS 020100Z 25006KT 9999 FEW017 BKN040 26/24 Q1007 NOSIG,M
VVTS,2012-08-02 01:30,106.6667,10.8167,80.60,75.20,83.66,240.00,9.00,0.00,29.77,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,86.17,VVTS 020130Z 24009KT 9999 FEW017 BKN040 27/24 Q1008 NOSIG,M
VVTS,2012-08-02 02:00,106.6667,10.8167,80.60,75.20,83.66,240.00,10.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,86.17,VVTS 020200Z 24010KT 9999 SCT017 SCT040 27/24 Q1007 NOSIG,M
VVTS,2012-08-02 02:30,106.6667,10.8167,80.60,75.20,83.66,250.00,7.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,86.17,VVTS 020230Z 25007KT 9999 SCT017 SCT040 27/24 Q1007 NOSIG,M
VVTS,2012-08-02 03:00,106.6667,10.8167,84.20,71.60,65.95,250.00,13.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,89.60,VVTS 020300Z 25013KT 9999 SCT017 SCT040 29/22 Q1007 NOSIG,M
VVTS,2012-08-02 03:30,106.6667,10.8167,84.20,75.20,74.44,240.00,14.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,92.45,VVTS 020330Z 24014KT 9999 SCT017 SCT040 29/24 Q1007 NOSIG,M
VVTS,2012-08-02 04:00,106.6667,10.8167,87.80,75.20,66.35,250.00,13.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,97.76,VVTS 020400Z 25013KT 9999 SCT017 SCT040 31/24 Q1007 NOSIG,M
VVTS,2012-08-02 04:30,106.6667,10.8167,84.20,75.20,74.44,240.00,14.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,92.45,VVTS 020430Z 24014KT 9999 SCT017 SCT040 29/24 Q1007 NOSIG,M
VVTS,2012-08-02 05:00,106.6667,10.8167,87.80,77.00,70.45,240.00,15.00,0.00,29.74,M,6.21,M,SCT,SCT,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,99.92,VVTS 020500Z 24015KT 9999 SCT017 SCT040 31/25 Q1007 NOSIG,M
VVTS,2012-08-02 05:30,106.6667,10.8167,87.80,75.20,66.35,240.00,16.00,0.00,29.74,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,97.76,VVTS 020530Z 24016KT 9999 BKN017 31/24 Q1007 NOSIG,M
VVTS,2012-08-02 06:00,106.6667,10.8167,84.20,75.20,74.44,240.00,14.00,0.00,29.71,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,92.45,VVTS 020600Z 24014KT 9999 BKN017 29/24 Q1006 NOSIG,M
VVTS,2012-08-02 06:30,106.6667,10.8167,87.80,75.20,66.35,250.00,13.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,97.76,VVTS 020630Z 25013KT 9999 FEW013CB BKN015 31/24 Q1006 NOSIG,M
VVTS,2012-08-02 07:00,106.6667,10.8167,86.00,75.20,70.27,240.00,16.00,0.00,29.68,M,6.21,M,BKN,SCT,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,95.19,VVTS 020700Z 24016KT 9999 BKN013 SCT015CB 30/24 Q1005 TEMPO TL0750 26012G26KT 2000 TSRA,M
VVTS,2012-08-02 07:30,106.6667,10.8167,80.60,69.80,69.71,260.00,10.00,0.00,29.68,M,6.21,M,SCT,SCT,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,83.90,VVTS 020730Z 26010KT 9999 SCT013 SCT015CB 27/21 Q1005 NOSIG,M
VVTS,2012-08-02 08:00,106.6667,10.8167,77.00,71.60,83.44,230.00,14.00,0.00,29.68,M,6.21,M,SCT,SCT,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,78.32,VVTS 020800Z 23014KT 9999 SCT013 SCT015CB 25/22 Q1005 NOSIG,M
VVTS,2012-08-02 09:00,106.6667,10.8167,77.00,71.60,83.44,240.00,9.00,0.00,29.68,M,6.21,M,SCT,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.32,VVTS 020900Z 24009KT 9999 SCT017 BKN040 25/22 Q1005 NOSIG,M
VVTS,2012-08-02 09:30,106.6667,10.8167,77.00,73.40,88.67,240.00,9.00,0.00,29.68,M,6.21,M,SCT,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.57,VVTS 020930Z 24009KT 9999 SCT017 BKN040 25/23 Q1005 NOSIG,M
VVTS,2012-08-02 10:00,106.6667,10.8167,77.00,73.40,88.67,220.00,9.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.57,VVTS 021000Z 22009KT 9999 FEW017 BKN040 25/23 Q1005 NOSIG,M
VVTS,2012-08-02 10:30,106.6667,10.8167,78.80,73.40,83.55,220.00,9.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,82.03,VVTS 021030Z 22009KT 9999 FEW017 BKN040 26/23 Q1005 NOSIG,M
VVTS,2012-08-02 11:00,106.6667,10.8167,78.80,73.40,83.55,220.00,9.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,82.03,VVTS 021100Z 22009KT 9999 FEW017 BKN040 26/23 Q1005 NOSIG,M
VVTS,2012-08-02 11:30,106.6667,10.8167,78.80,73.40,83.55,220.00,6.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,82.03,VVTS 021130Z 22006KT 9999 FEW017 BKN040 26/23 Q1005 NOSIG,M
VVTS,2012-08-02 12:00,106.6667,10.8167,77.00,73.40,88.67,220.00,5.00,0.00,29.68,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.57,VVTS 021200Z 22005KT 9999 FEW017 BKN040 25/23 Q1005 NOSIG,M
VVTS,2012-08-02 12:30,106.6667,10.8167,78.80,73.40,83.55,220.00,7.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,82.03,VVTS 021230Z 22007KT 9999 FEW017 BKN040 26/23 Q1006 NOSIG,M
VVTS,2012-08-02 13:00,106.6667,10.8167,77.00,75.20,94.19,230.00,7.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 021300Z 23007KT 9999 FEW017 BKN040 25/24 Q1006 NOSIG,M
VVTS,2012-08-02 13:30,106.6667,10.8167,77.00,75.20,94.19,230.00,7.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 021330Z 23007KT 9999 FEW017 BKN040 25/24 Q1006 NOSIG,M
VVTS,2012-08-02 14:00,106.6667,10.8167,77.00,75.20,94.19,230.00,7.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 021400Z 23007KT 9999 FEW017 BKN040 25/24 Q1007 NOSIG,M
VVTS,2012-08-02 14:30,106.6667,10.8167,77.00,75.20,94.19,220.00,9.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 021430Z 22009KT 9999 FEW017 BKN040 25/24 Q1007 NOSIG,M
VVTS,2012-08-02 15:00,106.6667,10.8167,77.00,75.20,94.19,230.00,8.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,78.83,VVTS 021500Z 23008KT 9999 FEW017 BKN040 25/24 Q1007 NOSIG,M
VVTS,2012-08-02 15:30,106.6667,10.8167,75.20,75.20,100.00,240.00,9.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021530Z 24009KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 16:00,106.6667,10.8167,75.20,75.20,100.00,240.00,7.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021600Z 24007KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 16:30,106.6667,10.8167,75.20,75.20,100.00,240.00,8.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021630Z 24008KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 17:00,106.6667,10.8167,75.20,75.20,100.00,250.00,5.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021700Z 25005KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 17:30,106.6667,10.8167,75.20,75.20,100.00,240.00,4.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021730Z 24004KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 18:00,106.6667,10.8167,75.20,75.20,100.00,240.00,6.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021800Z 24006KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 18:30,106.6667,10.8167,75.20,75.20,100.00,260.00,2.00,0.00,29.74,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021830Z 26002KT 9999 FEW017 BKN040 24/24 Q1007 NOSIG,M
VVTS,2012-08-02 19:30,106.6667,10.8167,75.20,75.20,100.00,230.00,5.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 021930Z 23005KT 9999 FEW017 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 20:00,106.6667,10.8167,75.20,75.20,100.00,240.00,5.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 022000Z 24005KT 9999 FEW017 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 20:30,106.6667,10.8167,75.20,75.20,100.00,240.00,5.00,0.00,29.71,M,4.97,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 022030Z 24005KT 8000 FEW017 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 21:00,106.6667,10.8167,75.20,75.20,100.00,270.00,3.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 022100Z 27003KT 9999 FEW017 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 21:30,106.6667,10.8167,75.20,75.20,100.00,270.00,2.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 022130Z 27002KT 9999 FEW017 BKN040 24/24 Q1006 NOSIG,M
VVTS,2012-08-02 22:00,106.6667,10.8167,75.20,75.20,100.00,240.00,4.00,0.00,29.71,M,6.21,M,FEW,BKN,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,77.12,VVTS 022200Z 24004KT 9999 FEW017 BKN040 24/24 Q1006 NOSIG,M
