station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
VVTS,1/1/2021 11:00,106.6667,10.8167,80.6,60.8,50.95,10,7,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,81.46,VVTS 011100Z 01007KT 9999 FEW017 BKN050 27/16 Q1011 NOSIG,M
VVTS,1/1/2021 11:30,106.6667,10.8167,78.8,60.8,54.05,30,7,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 011130Z 03007KT 360V060 9999 FEW017 BKN050 26/16 Q1011 NOSIG,M
VVTS,1/1/2021 12:00,106.6667,10.8167,78.8,60.8,54.05,30,6,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 011200Z 03006KT 360V060 9999 FEW017 BKN050 26/16 Q1011 NOSIG,M
VVTS,1/1/2021 12:30,106.6667,10.8167,78.8,60.8,54.05,20,7,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 011230Z 02007KT 350V050 9999 FEW017 BKN050 26/16 Q1012 NOSIG,M
VVTS,1/1/2021 13:00,106.6667,10.8167,78.8,60.8,54.05,10,7,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 011300Z 01007KT 340V040 9999 FEW017 BKN050 26/16 Q1012 NOSIG,M
VVTS,1/1/2021 13:30,106.6667,10.8167,77,60.8,57.36,20,7,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 011330Z 02007KT 350V050 9999 FEW017 BKN050 25/16 Q1012 NOSIG,M
VVTS,1/1/2021 14:00,106.6667,10.8167,77,60.8,57.36,30,8,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 011400Z 03008KT 350V050 9999 FEW017 BKN050 25/16 Q1012 NOSIG,M
VVTS,1/1/2021 14:30,106.6667,10.8167,77,60.8,57.36,10,6,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 011430Z 01006KT 340V040 9999 FEW017 BKN050 25/16 Q1012 NOSIG,M
VVTS,1/1/2021 15:00,106.6667,10.8167,75.2,60.8,60.9,20,7,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 011500Z 02007KT 9999 FEW017 BKN050 24/16 Q1012 NOSIG,M
VVTS,1/1/2021 15:30,106.6667,10.8167,75.2,60.8,60.9,10,6,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 011530Z 01006KT 9999 FEW017 BKN050 24/16 Q1012 NOSIG,M
VVTS,1/1/2021 16:00,106.6667,10.8167,75.2,60.8,60.9,10,6,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 011600Z 01006KT 350V050 9999 FEW017 BKN050 24/16 Q1012 NOSIG,M
VVTS,1/1/2021 16:30,106.6667,10.8167,75.2,60.8,60.9,10,5,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 011630Z 01005KT 340V040 9999 FEW017 BKN050 24/16 Q1011 NOSIG,M
VVTS,1/1/2021 17:00,106.6667,10.8167,73.4,60.8,64.69,10,6,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011700Z 01006KT 340V040 9999 FEW017 BKN050 23/16 Q1011 NOSIG,M
VVTS,1/1/2021 17:30,106.6667,10.8167,73.4,60.8,64.69,20,5,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011730Z 02005KT 9999 FEW017 BKN050 23/16 Q1011 NOSIG,M
VVTS,1/1/2021 18:00,106.6667,10.8167,73.4,60.8,64.69,20,6,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011800Z 02006KT 340V040 9999 FEW017 BKN050 23/16 Q1011 NOSIG,M
VVTS,1/1/2021 18:30,106.6667,10.8167,73.4,60.8,64.69,10,6,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011830Z 01006KT 330V040 9999 FEW017 SCT050 23/16 Q1011 NOSIG,M
VVTS,1/1/2021 19:00,106.6667,10.8167,73.4,60.8,64.69,10,6,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011900Z 01006KT 330V030 9999 FEW017 SCT050 23/16 Q1011 NOSIG,M
VVTS,1/1/2021 19:30,106.6667,10.8167,73.4,60.8,64.69,20,6,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 011930Z 02006KT 9999 FEW017 SCT050 23/16 Q1010 NOSIG,M
VVTS,1/1/2021 20:00,106.6667,10.8167,71.6,60.8,68.75,20,5,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012000Z 02005KT 340V050 9999 FEW017 SCT050 22/16 Q1010 NOSIG,M
VVTS,1/1/2021 20:30,106.6667,10.8167,71.6,60.8,68.75,20,5,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012030Z 02005KT 350V050 9999 FEW017 SCT050 22/16 Q1010 NOSIG,M
VVTS,1/1/2021 21:00,106.6667,10.8167,71.6,60.8,68.75,10,4,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012100Z 01004KT 330V050 9999 FEW017 SCT050 22/16 Q1010 NOSIG,M
VVTS,1/1/2021 21:30,106.6667,10.8167,71.6,60.8,68.75,360,5,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012130Z 36005KT 320V030 9999 FEW017 SCT050 22/16 Q1010 NOSIG,M
VVTS,1/1/2021 22:00,106.6667,10.8167,71.6,62.6,73.27,360,4,0,29.83,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012200Z 36004KT 9999 FEW017 SCT050 22/17 Q1010 NOSIG,M
VVTS,1/1/2021 22:30,106.6667,10.8167,71.6,62.6,73.27,M,2,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012230Z VRB02KT 9999 FEW017 BKN050 22/17 Q1011 NOSIG,M
VVTS,1/1/2021 23:00,106.6667,10.8167,71.6,62.6,73.27,350,3,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012300Z 35003KT 9999 FEW017 BKN050 22/17 Q1011 NOSIG,M
VVTS,1/1/2021 23:30,106.6667,10.8167,71.6,62.6,73.27,310,4,0,29.85,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 012330Z 31004KT 9999 FEW017 BKN050 22/17 Q1011 NOSIG,M
VVTS,1/2/2021 0:00,106.6667,10.8167,71.6,62.6,73.27,310,2,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 020000Z 31002KT 9999 FEW017 BKN050 22/17 Q1012 NOSIG,M
VVTS,1/2/2021 0:30,106.6667,10.8167,71.6,62.6,73.27,M,3,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 020030Z VRB03KT 9999 FEW017 BKN050 22/17 Q1012 NOSIG,M
VVTS,1/2/2021 1:00,106.6667,10.8167,71.6,62.6,73.27,320,6,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 020100Z 32006KT 9999 FEW017 BKN050 22/17 Q1012 NOSIG,M
VVTS,1/2/2021 1:30,106.6667,10.8167,73.4,62.6,68.94,320,4,0,29.91,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 020130Z 32004KT 280V360 9999 FEW017 BKN050 23/17 Q1013 NOSIG,M
VVTS,1/2/2021 2:00,106.6667,10.8167,75.2,62.6,64.91,330,4,0,29.91,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 020200Z 33004KT 300V040 9999 FEW017 BKN050 24/17 Q1013 NOSIG,M
VVTS,1/2/2021 2:30,106.6667,10.8167,77,62.6,61.13,20,7,0,29.91,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 020230Z 02007KT 330V050 9999 FEW017 BKN050 25/17 Q1013 NOSIG,M
VVTS,1/2/2021 3:00,106.6667,10.8167,78.8,62.6,57.6,360,6,0,29.88,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 020300Z 36006KT 320V050 9999 FEW017 BKN050 26/17 Q1012 NOSIG,M
VVTS,1/2/2021 3:30,106.6667,10.8167,80.6,64.4,57.84,350,6,0,29.88,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,82.27,VVTS 020330Z 35006KT 310V050 9999 FEW017 SCT050 27/18 Q1012 NOSIG,M
VVTS,1/2/2021 4:00,106.6667,10.8167,82.4,62.6,51.21,20,5,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.41,VVTS 020400Z 02005KT 290V070 9999 FEW017 SCT050 28/17 Q1011 NOSIG,M
VVTS,1/2/2021 4:30,106.6667,10.8167,84.2,62.6,48.32,360,5,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,85.03,VVTS 020430Z 36005KT 300V110 9999 FEW017 SCT050 29/17 Q1011 NOSIG,M
VVTS,1/2/2021 5:00,106.6667,10.8167,84.2,64.4,51.47,350,5,0,29.83,M,6.21,M,FEW,M,M,M,1700,M,M,M,M,M,M,M,M,M,M,85.71,VVTS 020500Z 35005KT 270V050 9999 FEW017 29/18 Q1010 NOSIG,M
VVTS,1/2/2021 5:30,106.6667,10.8167,86,62.6,45.61,350,6,0,29.83,M,6.21,M,FEW,M,M,M,1700,M,M,M,M,M,M,M,M,M,M,86.72,VVTS 020530Z 35006KT 290V090 9999 FEW017 30/17 Q1010 NOSIG,M
VVTS,1/2/2021 6:00,106.6667,10.8167,84.2,62.6,48.32,M,6,0,29.83,M,6.21,M,FEW,M,M,M,1700,M,M,M,M,M,M,M,M,M,M,85.03,VVTS 020600Z VRB06KT 9999 FEW017 29/17 Q1010 NOSIG,M
VVTS,1/2/2021 6:30,106.6667,10.8167,86,62.6,45.61,330,6,0,29.8,M,6.21,M,FEW,M,M,M,1700,M,M,M,M,M,M,M,M,M,M,86.72,VVTS 020630Z 33006KT 300V020 9999 FEW017 30/17 Q1009 NOSIG,M
VVTS,1/2/2021 7:00,106.6667,10.8167,86,62.6,45.61,350,7,0,29.8,M,6.21,M,FEW,M,M,M,1700,M,M,M,M,M,M,M,M,M,M,86.72,VVTS 020700Z 35007KT 320V040 9999 FEW017 30/17 Q1009 NOSIG,M
VVTS,1/2/2021 7:30,106.6667,10.8167,86,62.6,45.61,350,7,0,29.8,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,86.72,VVTS 020730Z 35007KT 320V040 9999 FEW017 SCT050 30/17 Q1009 NOSIG,M
VVTS,1/2/2021 8:00,106.6667,10.8167,87.8,64.4,45.88,340,8,0,29.77,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,89.33,VVTS 020800Z 34008KT 310V020 9999 FEW017 SCT050 31/18 Q1008 NOSIG,M
VVTS,1/2/2021 8:30,106.6667,10.8167,86,64.4,48.58,20,10,0,29.77,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,87.49,VVTS 020830Z 02010KT 330V060 9999 FEW017 SCT050 30/18 Q1008 NOSIG,M
VVTS,1/2/2021 9:00,106.6667,10.8167,86,64.4,48.58,360,10,0,29.77,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,87.49,VVTS 020900Z 36010KT 9999 FEW017 SCT050 30/18 Q1008 NOSIG,M
VVTS,1/2/2021 9:30,106.6667,10.8167,84.2,64.4,51.47,10,8,0,29.8,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,85.71,VVTS 020930Z 01008KT 9999 FEW017 SCT050 29/18 Q1009 NOSIG,M
VVTS,1/2/2021 10:00,106.6667,10.8167,82.4,62.6,51.21,20,7,0,29.8,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.41,VVTS 021000Z 02007KT 9999 FEW017 BKN050 28/17 Q1009 NOSIG,M
VVTS,1/2/2021 10:30,106.6667,10.8167,82.4,64.4,54.55,30,6,0,29.8,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.98,VVTS 021030Z 03006KT 360V060 9999 FEW017 BKN050 28/18 Q1009 NOSIG,M
VVTS,1/2/2021 11:00,106.6667,10.8167,82.4,64.4,54.55,40,6,0,29.83,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.98,VVTS 021100Z 04006KT 9999 FEW017 BKN050 28/18 Q1010 NOSIG,M
VVTS,1/2/2021 11:30,106.6667,10.8167,82.4,64.4,54.55,40,5,0,29.83,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.98,VVTS 021130Z 04005KT 010V070 9999 FEW017 BKN050 28/18 Q1010 NOSIG,M
VVTS,1/2/2021 12:00,106.6667,10.8167,82.4,64.4,54.55,40,4,0,29.83,M,6.21,M,FEW,BKN,M,M,1700,5000,M,M,M,M,M,M,M,M,M,83.98,VVTS 021200Z 04004KT 010V070 9999 FEW017 BKN050 28/18 Q1010 NOSIG,M
VVTS,1/2/2021 12:30,106.6667,10.8167,82.4,64.4,54.55,340,4,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,83.98,VVTS 021230Z 34004KT 9999 FEW020 BKN050 28/18 Q1011 NOSIG,M
VVTS,1/2/2021 13:00,106.6667,10.8167,82.4,66.2,58.08,10,4,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,84.63,VVTS 021300Z 01004KT 340V040 9999 FEW020 BKN050 28/19 Q1011 NOSIG,M
VVTS,1/2/2021 13:30,106.6667,10.8167,80.6,66.2,61.58,10,5,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,82.75,VVTS 021330Z 01005KT 340V060 9999 FEW020 BKN050 27/19 Q1011 NOSIG,M
VVTS,1/2/2021 14:00,106.6667,10.8167,80.6,64.4,57.84,30,5,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,82.27,VVTS 021400Z 03005KT 360V060 9999 FEW020 BKN050 27/18 Q1011 NOSIG,M
VVTS,1/2/2021 14:30,106.6667,10.8167,80.6,64.4,57.84,20,6,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,82.27,VVTS 021430Z 02006KT 350V050 9999 FEW020 BKN050 27/18 Q1011 NOSIG,M
VVTS,1/2/2021 15:00,106.6667,10.8167,78.8,64.4,61.36,20,6,0,29.85,M,6.21,M,FEW,BKN,M,M,2000,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 021500Z 02006KT 9999 FEW020 BKN050 26/18 Q1011 NOSIG,M
VVTS,1/2/2021 15:30,106.6667,10.8167,78.8,62.6,57.6,20,5,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,78.8,VVTS 021530Z 02005KT 340V040 9999 FEW017 SCT050 26/17 Q1011 NOSIG,M
VVTS,1/2/2021 16:00,106.6667,10.8167,77,62.6,61.13,20,6,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 021600Z 02006KT 340V040 9999 FEW017 SCT050 25/17 Q1011 NOSIG,M
VVTS,1/2/2021 16:30,106.6667,10.8167,77,62.6,61.13,20,7,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 021630Z 02007KT 9999 FEW017 SCT050 25/17 Q1011 NOSIG,M
VVTS,1/2/2021 17:00,106.6667,10.8167,77,64.4,65.12,30,6,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 021700Z 03006KT 9999 FEW017 SCT050 25/18 Q1011 NOSIG,M
VVTS,1/2/2021 17:30,106.6667,10.8167,77,62.6,61.13,40,5,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,77,VVTS 021730Z 04005KT 010V070 9999 FEW017 SCT050 25/17 Q1011 NOSIG,M
VVTS,1/2/2021 18:00,106.6667,10.8167,75.2,62.6,64.91,20,4,0,29.85,M,6.21,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 021800Z 02004KT 9999 FEW017 SCT050 24/17 Q1011 NOSIG,M
VVTS,1/2/2021 18:30,106.6667,10.8167,75.2,64.4,69.14,M,3,0,29.83,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 021830Z VRB03KT 9999 FEW020 SCT050 24/18 Q1010 NOSIG,M
VVTS,1/2/2021 19:00,106.6667,10.8167,75.2,64.4,69.14,10,4,0,29.83,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 021900Z 01004KT 9999 FEW020 SCT050 24/18 Q1010 NOSIG,M
VVTS,1/2/2021 19:30,106.6667,10.8167,75.2,64.4,69.14,M,3,0,29.83,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,75.2,VVTS 021930Z VRB03KT 9999 FEW020 SCT050 24/18 Q1010 NOSIG,M
VVTS,1/2/2021 20:00,106.6667,10.8167,73.4,64.4,73.44,360,3,0,29.8,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022000Z 36003KT 9999 FEW020 SCT050 23/18 Q1009 NOSIG,M
VVTS,1/2/2021 20:30,106.6667,10.8167,73.4,64.4,73.44,20,4,0,29.8,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022030Z 02004KT 9999 FEW020 SCT050 23/18 Q1009 NOSIG,M
VVTS,1/2/2021 21:00,106.6667,10.8167,73.4,64.4,73.44,20,3,0,29.8,M,4.97,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022100Z 02003KT 8000 FEW017 SCT050 23/18 Q1009 NOSIG,M
VVTS,1/2/2021 21:30,106.6667,10.8167,73.4,64.4,73.44,M,1,0,29.83,M,4.97,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022130Z VRB01KT 8000 FEW017 SCT050 23/18 Q1010 NOSIG,M
VVTS,1/2/2021 22:00,106.6667,10.8167,73.4,64.4,73.44,M,3,0,29.83,M,4.97,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022200Z VRB03KT 8000 FEW017 SCT050 23/18 Q1010 NOSIG,M
VVTS,1/2/2021 22:30,106.6667,10.8167,73.4,66.2,78.19,M,3,0,29.83,M,4.97,M,FEW,SCT,M,M,1700,5000,M,M,M,M,M,M,M,M,M,73.4,VVTS 022230Z VRB03KT 8000 FEW017 SCT050 23/19 Q1010 NOSIG,M
VVTS,1/2/2021 23:00,106.6667,10.8167,71.6,66.2,83.09,M,2,0,29.83,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 022300Z VRB02KT 9999 FEW020 SCT050 22/19 Q1010 NOSIG,M
VVTS,1/2/2021 23:30,106.6667,10.8167,71.6,66.2,83.09,350,3,0,29.83,M,6.21,M,FEW,SCT,M,M,2000,5000,M,M,M,M,M,M,M,M,M,71.6,VVTS 022330Z 35003KT 9999 FEW020 SCT050 22/19 Q1010 NOSIG,M
